name_home,pp_home,gs_home,pe_home,name_away,pp_away,gs_away,pe_away,match_date
AVL,48.7,0,1,ARS,51.3,0,1,27/01/2010
BLB,44.5,2,3,WIG,55.5,1,0,27/01/2010
CHE,57.6,3,3,BIR,42.4,0,0,27/01/2010
EVE,54.2,2,3,SUN,45.8,0,0,27/01/2010
BIR,52.4,1,1,TOT,47.6,1,1,30/01/2010
BUR,36.7,1,0,CHE,63.3,2,3,30/01/2010
FUL,54.1,0,0,AVL,45.9,2,3,30/01/2010
HUL,50.1,2,1,WOL,49.9,2,1,30/01/2010
LIV,65,2,3,BOL,35,0,0,30/01/2010
WHU,56.4,0,1,BLB,43.6,0,1,30/01/2010
WIG,53.4,0,0,EVE,46.6,1,3,30/01/2010
ARS,53.7,1,0,MUN,46.3,3,3,31/01/2010
MCI,55.7,2,3,POR,44.3,0,0,31/01/2010
SUN,57.2,0,1,STK,42.8,0,1,01/02/2010
HUL,36.1,1,1,CHE,63.9,1,1,02/02/2010
FUL,48.9,1,3,POR,51.1,0,0,03/02/2010
BOL,50.1,0,1,FUL,49.9,0,1,06/02/2010
BUR,50.2,2,3,WHU,49.8,1,0,06/02/2010
HUL,42.1,2,3,MCI,57.9,1,0,06/02/2010
LIV,39.6,1,3,EVE,60.4,0,0,06/02/2010
MUN,58.8,5,3,POR,41.2,0,0,06/02/2010
STK,49.3,3,3,BLB,50.7,0,0,06/02/2010
SUN,54.5,1,1,WIG,45.5,1,1,06/02/2010
TOT,56.2,0,1,AVL,43.8,0,1,06/02/2010
BIR,55.1,2,3,WOL,44.9,1,0,07/02/2010
CHE,41.3,2,3,ARS,58.7,0,0,07/02/2010
FUL,50.9,3,3,BUR,49.1,0,0,09/02/2010
MCI,58.6,2,3,BOL,41.4,0,0,09/02/2010
POR,55.2,1,1,SUN,44.8,1,1,09/02/2010
WIG,57.5,1,1,STK,42.5,1,1,09/02/2010
ARS,47.5,1,3,LIV,52.5,0,0,10/02/2010
AVL,47.8,1,1,MUN,52.2,1,1,10/02/2010
BLB,56.1,1,3,HUL,43.9,0,0,10/02/2010
EVE,38.5,2,3,CHE,61.5,1,0,10/02/2010
WHU,47.2,2,3,BIR,52.8,0,0,10/02/2010
WOL,41.8,1,3,TOT,58.2,0,0,10/02/2010
STK,36.8,1,1,MCI,63.2,1,1,16/02/2010
WIG,51.7,0,1,BOL,48.3,0,1,17/02/2010
ARS,67.8,2,3,SUN,32.2,0,0,20/02/2010
EVE,46.1,3,3,MUN,53.9,1,0,20/02/2010
POR,57.2,1,0,STK,42.8,2,3,20/02/2010
WHU,56.4,3,3,HUL,43.6,0,0,20/02/2010
WOL,42.4,0,0,CHE,57.6,2,3,20/02/2010
AVL,47.9,5,3,BUR,52.1,2,0,21/02/2010
BLB,41,3,3,BOL,59,0,0,21/02/2010
FUL,57,2,3,BIR,43,1,0,21/02/2010
MCI,44.1,0,1,LIV,55.9,0,1,21/02/2010
WIG,50.9,0,0,TOT,49.1,3,3,21/02/2010
MUN,53.8,3,3,WHU,46.2,0,0,23/02/2010
BIR,48,1,3,WIG,52,0,0,27/02/2010
BOL,44.6,1,3,WOL,55.4,0,0,27/02/2010
BUR,47.6,1,0,POR,52.4,2,3,27/02/2010
CHE,56.7,2,0,MCI,43.3,4,3,27/02/2010
STK,35.4,1,0,ARS,64.6,3,3,27/02/2010
LIV,54.4,2,3,BLB,45.6,1,0,28/02/2010
SUN,43.8,0,1,FUL,56.2,0,1,28/02/2010
TOT,47.4,2,3,EVE,52.6,1,0,28/02/2010
ARS,64.8,3,3,BUR,35.2,1,0,06/03/2010
WHU,58.4,1,0,BOL,41.6,2,3,06/03/2010
WOL,45.6,0,0,MUN,54.4,1,3,06/03/2010
EVE,55.4,5,3,HUL,44.6,1,0,07/03/2010
WIG,38.3,1,3,LIV,61.7,0,0,08/03/2010
POR,51,1,0,BIR,49,2,3,09/03/2010
SUN,50.9,4,3,BOL,49.1,0,0,09/03/2010
BUR,54.7,1,1,STK,45.3,1,1,10/03/2010
BIR,48.7,2,1,EVE,51.3,2,1,13/03/2010
BOL,40.6,4,3,WIG,59.4,0,0,13/03/2010
BUR,53.9,1,0,WOL,46.1,2,3,13/03/2010
CHE,60.9,4,3,WHU,39.1,1,0,13/03/2010
HUL,32.9,1,0,ARS,67.1,2,3,13/03/2010
STK,41.3,0,1,AVL,58.7,0,1,13/03/2010
TOT,55.5,3,3,BLB,44.5,1,0,13/03/2010
MUN,56.8,3,3,FUL,43.2,0,0,14/03/2010
SUN,45,1,1,MCI,55,1,1,14/03/2010
LIV,64.9,4,3,POR,35.1,1,0,15/03/2010
WIG,54,1,0,AVL,46,2,3,16/03/2010
ARS,55.7,2,3,WHU,44.3,0,0,20/03/2010
AVL,53.3,2,1,WOL,46.7,2,1,20/03/2010
EVE,66.6,2,3,BOL,33.4,0,0,20/03/2010
POR,59,3,3,HUL,41,2,0,20/03/2010
STK,42.4,1,0,TOT,57.6,2,3,20/03/2010
SUN,43.5,3,3,BIR,56.5,1,0,20/03/2010
WIG,55.1,1,3,BUR,44.9,0,0,20/03/2010
BLB,39.9,1,1,CHE,60.1,1,1,21/03/2010
FUL,54.2,1,0,MCI,45.8,2,3,21/03/2010
MUN,55.2,2,3,LIV,44.8,1,0,21/03/2010
WHU,55.2,1,0,WOL,44.8,3,3,23/03/2010
AVL,48,1,1,SUN,52,1,1,24/03/2010
BLB,41.8,2,3,BIR,58.2,1,0,24/03/2010
MCI,59.9,0,0,EVE,40.1,2,3,24/03/2010
POR,40.2,0,0,CHE,59.8,5,3,24/03/2010
BIR,43.7,1,1,ARS,56.3,1,1,27/03/2010
BOL,45.8,0,0,MUN,54.2,4,3,27/03/2010
CHE,60.4,7,3,AVL,39.6,1,0,27/03/2010
HUL,38.3,2,3,FUL,61.7,0,0,27/03/2010
TOT,52.2,2,3,POR,47.8,0,0,27/03/2010
WHU,54.8,0,0,STK,45.2,1,3,27/03/2010
WOL,53.6,0,1,EVE,46.4,0,1,27/03/2010
BUR,59.7,0,0,BLB,40.3,1,3,28/03/2010
LIV,63.2,3,3,SUN,36.8,0,0,28/03/2010
MCI,59.3,3,3,WIG,40.7,0,0,29/03/2010
ARS,64.6,1,3,WOL,35.4,0,0,03/04/2010
BOL,52.4,0,0,AVL,47.6,1,3,03/04/2010
BUR,46.4,1,0,MCI,53.6,6,3,03/04/2010
MUN,52.8,1,0,CHE,47.2,2,3,03/04/2010
POR,50.6,0,1,BLB,49.4,0,1,03/04/2010
STK,40.6,2,3,HUL,59.4,0,0,03/04/2010
SUN,53.9,3,3,TOT,46.1,1,0,03/04/2010
BIR,41.5,1,1,LIV,58.5,1,1,04/04/2010
EVE,57.5,2,1,WHU,42.5,2,1,04/04/2010
FUL,52.6,2,3,WIG,47.4,1,0,04/04/2010
HUL,50.6,1,0,BUR,49.4,4,3,10/04/2010
WHU,43.8,1,3,SUN,56.2,0,0,10/04/2010
BLB,33.6,0,1,MUN,66.4,0,1,11/04/2010
LIV,65.1,0,1,FUL,34.9,0,1,11/04/2010
MCI,53,5,3,BIR,47,1,0,11/04/2010
WOL,58.6,0,1,STK,41.4,0,1,11/04/2010
CHE,61.8,1,3,BOL,38.2,0,0,13/04/2010
AVL,55.1,2,1,EVE,44.9,2,1,14/04/2010
TOT,34.1,2,3,ARS,65.9,1,0,14/04/2010
WIG,61.5,0,1,POR,38.5,0,1,14/04/2010
BIR,49.9,0,1,HUL,50.1,0,1,17/04/2010
BLB,37.1,2,0,EVE,62.9,3,3,17/04/2010
FUL,56.7,0,1,WOL,43.3,0,1,17/04/2010
MCI,43.7,0,0,MUN,56.3,1,3,17/04/2010
STK,47.7,1,0,BOL,52.3,2,3,17/04/2010
SUN,49.2,2,3,BUR,50.8,1,0,17/04/2010
TOT,49.2,2,3,CHE,50.8,1,0,17/04/2010
POR,42.7,1,0,AVL,57.3,2,3,18/04/2010
WIG,49.9,3,3,ARS,50.1,2,0,18/04/2010
LIV,65.2,3,3,WHU,34.8,0,0,19/04/2010
HUL,49.9,0,0,AVL,50.1,2,3,21/04/2010
ARS,59.3,0,1,MCI,40.7,0,1,24/04/2010
BOL,54.2,2,1,POR,45.8,2,1,24/04/2010
HUL,54.6,0,0,SUN,45.4,1,3,24/04/2010
MUN,56.4,3,3,TOT,43.6,1,0,24/04/2010
WHU,45.4,3,3,WIG,54.6,2,0,24/04/2010
WOL,59,1,1,BLB,41,1,1,24/04/2010
AVL,50.8,1,3,BIR,49.2,0,0,25/04/2010
BUR,45.8,0,0,LIV,54.2,4,3,25/04/2010
CHE,70.3,7,3,STK,29.7,0,0,25/04/2010
EVE,55.3,2,3,FUL,44.7,1,0,25/04/2010
BIR,52.9,2,3,BUR,47.1,1,0,01/05/2010
MCI,53.9,3,3,AVL,46.1,1,0,01/05/2010
POR,44.3,3,3,WOL,55.7,1,0,01/05/2010
STK,45.6,0,1,EVE,54.4,0,1,01/05/2010
TOT,55.1,1,3,BOL,44.9,0,0,01/05/2010
FUL,49.2,3,3,WHU,50.8,2,0,02/05/2010
LIV,56.2,0,0,CHE,43.8,2,3,02/05/2010
SUN,48.3,0,0,MUN,51.7,1,3,02/05/2010
BLB,29.9,2,3,ARS,70.1,1,0,03/05/2010
WIG,63.6,2,1,HUL,36.4,2,1,03/05/2010
FUL,62.8,0,0,STK,37.2,1,3,05/05/2010
MCI,54.1,0,0,TOT,45.9,1,3,05/05/2010
ARS,64.3,4,3,FUL,35.7,0,0,09/05/2010
AVL,65.1,0,0,BLB,34.9,1,3,09/05/2010
BOL,41.5,2,3,BIR,58.5,1,0,09/05/2010
BUR,50.2,4,3,TOT,49.8,2,0,09/05/2010
CHE,53.1,8,3,WIG,46.9,0,0,09/05/2010
EVE,63.3,1,3,POR,36.7,0,0,09/05/2010
HUL,40.4,0,1,LIV,59.6,0,1,09/05/2010
MUN,60.8,4,3,STK,39.2,0,0,09/05/2010
WHU,35.9,1,1,MCI,64.1,1,1,09/05/2010
WOL,55.3,2,3,SUN,44.7,1,0,09/05/2010
AVL,56.8,3,3,WHU,43.2,0,0,14/08/2010
BLB,30.4,1,3,EVE,69.6,0,0,14/08/2010
BOL,46.5,0,1,FUL,53.5,0,1,14/08/2010
CHE,59.5,6,3,WBA,40.5,0,0,14/08/2010
SUN,44.1,2,1,BIR,55.9,2,1,14/08/2010
TOT,39.2,0,1,MCI,60.8,0,1,14/08/2010
WIG,56.4,0,0,BLP,43.6,4,3,14/08/2010
WOL,61.5,2,3,STK,38.5,1,0,14/08/2010
LIV,36.7,1,1,ARS,63.3,1,1,15/08/2010
MUN,65.6,3,3,NEW,34.4,0,0,16/08/2010
ARS,53.3,6,3,BLP,46.7,0,0,21/08/2010
BIR,56,2,3,BLB,44,1,0,21/08/2010
EVE,59.3,1,1,WOL,40.7,1,1,21/08/2010
STK,41.7,1,0,TOT,58.3,2,3,21/08/2010
WBA,54.7,1,3,SUN,45.3,0,0,21/08/2010
WHU,50.2,1,0,BOL,49.8,3,3,21/08/2010
WIG,51.2,0,0,CHE,48.8,6,3,21/08/2010
FUL,42.8,2,1,MUN,57.2,2,1,22/08/2010
NEW,50.1,6,3,AVL,49.9,0,0,22/08/2010
MCI,54.4,3,3,LIV,45.6,0,0,23/08/2010
BLB,35.3,1,0,ARS,64.7,2,3,28/08/2010
BLP,54,2,1,FUL,46,2,1,28/08/2010
CHE,73,2,3,STK,27,0,0,28/08/2010
MUN,60.3,3,3,WHU,39.7,0,0,28/08/2010
TOT,63.4,0,0,WIG,36.6,1,3,28/08/2010
WOL,44.9,1,1,NEW,55.1,1,1,28/08/2010
AVL,31.7,1,3,EVE,68.3,0,0,29/08/2010
BOL,50.8,2,1,BIR,49.2,2,1,29/08/2010
LIV,51,1,3,WBA,49,0,0,29/08/2010
SUN,41.7,1,3,MCI,58.3,0,0,29/08/2010
ARS,64.3,4,3,BOL,35.7,1,0,11/09/2010
EVE,52.3,3,1,MUN,47.7,3,1,11/09/2010
FUL,61.3,2,3,WOL,38.7,1,0,11/09/2010
MCI,64.9,1,1,BLB,35.1,1,1,11/09/2010
NEW,56.5,0,0,BLP,43.5,2,3,11/09/2010
WBA,40.3,1,1,TOT,59.7,1,1,11/09/2010
WHU,42.6,1,0,CHE,57.4,3,3,11/09/2010
WIG,64,1,1,SUN,36,1,1,11/09/2010
BIR,43.8,0,1,LIV,56.2,0,1,12/09/2010
STK,43.3,2,3,AVL,56.7,1,0,13/09/2010
AVL,56.7,1,1,BOL,43.3,1,1,18/09/2010
BLB,38.9,1,1,FUL,61.1,1,1,18/09/2010
EVE,51.7,0,0,NEW,48.3,1,3,18/09/2010
STK,42.5,1,1,WHU,57.5,1,1,18/09/2010
SUN,53.5,1,1,ARS,46.5,1,1,18/09/2010
TOT,57.7,3,3,WOL,42.3,1,0,18/09/2010
WBA,51.4,3,3,BIR,48.6,1,0,18/09/2010
CHE,56.5,4,3,BLP,43.5,0,0,19/09/2010
MUN,49.5,3,3,LIV,50.5,2,0,19/09/2010
WIG,46,0,0,MCI,54,2,3,19/09/2010
ARS,64.3,2,0,WBA,35.7,3,3,25/09/2010
BIR,56.1,0,1,WIG,43.9,0,1,25/09/2010
BLP,58.2,1,0,BLB,41.8,2,3,25/09/2010
FUL,45.8,0,1,EVE,54.2,0,1,25/09/2010
LIV,54.9,2,1,SUN,45.1,2,1,25/09/2010
MCI,43,1,3,CHE,57,0,0,25/09/2010
WHU,36.1,1,3,TOT,63.9,0,0,25/09/2010
BOL,34.2,2,1,MUN,65.8,2,1,26/09/2010
NEW,63,1,0,STK,37,2,3,26/09/2010
WOL,57.7,1,0,AVL,42.3,2,3,26/09/2010
BIR,49,0,0,EVE,51,2,3,02/10/2010
STK,44.5,1,3,BLB,55.5,0,0,02/10/2010
SUN,48,0,1,MUN,52,0,1,02/10/2010
TOT,53.1,2,3,AVL,46.9,1,0,02/10/2010
WBA,56.5,1,1,BOL,43.5,1,1,02/10/2010
WHU,45.6,1,1,FUL,54.4,1,1,02/10/2010
WIG,60.9,2,3,WOL,39.1,0,0,02/10/2010
CHE,47,2,3,ARS,53,0,0,03/10/2010
LIV,56.8,1,0,BLP,43.2,2,3,03/10/2010
MCI,51.9,2,3,NEW,48.1,1,0,03/10/2010
ARS,58.1,2,3,BIR,41.9,1,0,16/10/2010
AVL,40,0,1,CHE,60,0,1,16/10/2010
BOL,59.4,2,3,STK,40.6,1,0,16/10/2010
FUL,49.4,1,0,TOT,50.6,2,3,16/10/2010
MUN,56,2,1,WBA,44,2,1,16/10/2010
NEW,57.5,2,1,WIG,42.5,2,1,16/10/2010
WOL,49,1,1,WHU,51,1,1,16/10/2010
BLP,56.3,2,0,MCI,43.7,3,3,17/10/2010
EVE,34.1,2,3,LIV,65.9,0,0,17/10/2010
BLB,43,0,1,SUN,57,0,1,18/10/2010
BIR,54.2,2,3,BLP,45.8,0,0,23/10/2010
CHE,48.5,2,3,WOL,51.5,0,0,23/10/2010
SUN,47.7,1,3,AVL,52.3,0,0,23/10/2010
TOT,53.4,1,1,EVE,46.6,1,1,23/10/2010
WBA,49.9,2,3,FUL,50.1,1,0,23/10/2010
WHU,40.7,1,0,NEW,59.3,2,3,23/10/2010
WIG,50.8,1,1,BOL,49.2,1,1,23/10/2010
LIV,57.3,2,3,BLB,42.7,1,0,24/10/2010
MCI,34.7,0,0,ARS,65.3,3,3,24/10/2010
STK,37.7,1,0,MUN,62.3,2,3,24/10/2010
ARS,65.7,1,3,WHU,34.3,0,0,30/10/2010
BLB,33.9,1,0,CHE,66.1,2,3,30/10/2010
EVE,64.4,1,3,STK,35.6,0,0,30/10/2010
FUL,59.1,2,3,WIG,40.9,0,0,30/10/2010
MUN,51.3,2,3,TOT,48.7,0,0,30/10/2010
WOL,52.3,2,3,MCI,47.7,1,0,30/10/2010
AVL,48.3,0,1,BIR,51.7,0,1,31/10/2010
BOL,41.2,0,0,LIV,58.8,1,3,31/10/2010
NEW,54.4,5,3,SUN,45.6,1,0,31/10/2010
BLP,65.4,2,3,WBA,34.6,1,0,01/11/2010
BIR,54,2,1,WHU,46,2,1,06/11/2010
BLB,35.8,2,3,WIG,64.2,1,0,06/11/2010
BLP,48.2,2,1,EVE,51.8,2,1,06/11/2010
BOL,43.4,4,3,TOT,56.6,2,0,06/11/2010
FUL,57.1,1,1,AVL,42.9,1,1,06/11/2010
MUN,51.8,2,3,WOL,48.2,1,0,06/11/2010
SUN,55.8,2,3,STK,44.2,0,0,06/11/2010
ARS,57.6,0,0,NEW,42.4,1,3,07/11/2010
LIV,35.3,2,3,CHE,64.7,0,0,07/11/2010
WBA,39.7,0,0,MCI,60.3,2,3,07/11/2010
STK,47,3,3,BIR,53,2,0,09/11/2010
TOT,57,1,1,SUN,43,1,1,09/11/2010
AVL,40.6,3,3,BLP,59.4,2,0,10/11/2010
CHE,57.3,1,3,FUL,42.7,0,0,10/11/2010
EVE,64.3,1,1,BOL,35.7,1,1,10/11/2010
MCI,46.6,0,1,MUN,53.4,0,1,10/11/2010
NEW,64.3,1,0,BLB,35.7,2,3,10/11/2010
WHU,50.4,2,1,WBA,49.6,2,1,10/11/2010
WIG,53.3,1,1,LIV,46.7,1,1,10/11/2010
WOL,52,0,0,ARS,48,2,3,10/11/2010
AVL,40.7,2,1,MUN,59.3,2,1,13/11/2010
MCI,59.5,0,1,BIR,40.5,0,1,13/11/2010
NEW,54,0,1,FUL,46,0,1,13/11/2010
STK,40,2,3,LIV,60,0,0,13/11/2010
TOT,56.9,4,3,BLB,43.1,2,0,13/11/2010
WHU,48.5,0,1,BLP,51.5,0,1,13/11/2010
WIG,60.7,1,3,WBA,39.3,0,0,13/11/2010
WOL,55.5,2,0,BOL,44.5,3,3,13/11/2010
CHE,58.3,0,0,SUN,41.7,3,3,14/11/2010
EVE,48.8,1,0,ARS,51.2,2,3,14/11/2010
ARS,60.4,2,0,TOT,39.6,3,3,20/11/2010
BIR,38.2,1,3,CHE,61.8,0,0,20/11/2010
BLP,44.2,2,3,WOL,55.8,1,0,20/11/2010
BOL,49.3,5,3,NEW,50.7,1,0,20/11/2010
LIV,53.7,3,3,WHU,46.3,0,0,20/11/2010
MUN,67.4,2,3,WIG,32.6,0,0,20/11/2010
WBA,64.6,0,0,STK,35.4,3,3,20/11/2010
BLB,38.3,2,3,AVL,61.7,0,0,21/11/2010
FUL,45.4,1,0,MCI,54.6,4,3,21/11/2010
SUN,45.3,2,1,EVE,54.7,2,1,22/11/2010
AVL,40.7,2,0,ARS,59.3,4,3,27/11/2010
BOL,48.7,2,1,BLP,51.3,2,1,27/11/2010
EVE,46.6,1,0,WBA,53.4,4,3,27/11/2010
FUL,59,1,1,BIR,41,1,1,27/11/2010
MUN,64.9,7,3,BLB,35.1,1,0,27/11/2010
STK,36.1,1,1,MCI,63.9,1,1,27/11/2010
WHU,41,3,3,WIG,59,1,0,27/11/2010
WOL,54,3,3,SUN,46,2,0,27/11/2010
NEW,43,1,1,CHE,57,1,1,28/11/2010
TOT,50.4,2,3,LIV,49.6,1,0,28/11/2010
ARS,54.4,2,3,FUL,45.6,1,0,04/12/2010
BIR,49.3,1,1,TOT,50.7,1,1,04/12/2010
BLB,41.6,3,3,WOL,58.4,0,0,04/12/2010
CHE,56.4,1,1,EVE,43.6,1,1,04/12/2010
MCI,59,1,3,BOL,41,0,0,04/12/2010
WIG,64.4,2,1,STK,35.6,2,1,04/12/2010
SUN,57.4,1,3,WHU,42.6,0,0,05/12/2010
WBA,57.6,3,3,NEW,42.4,1,0,05/12/2010
LIV,48.9,3,3,AVL,51.1,0,0,06/12/2010
AVL,43,2,3,WBA,57,1,0,11/12/2010
EVE,49.8,0,1,WIG,50.2,0,1,11/12/2010
FUL,54.5,0,1,SUN,45.5,0,1,11/12/2010
NEW,44.9,3,3,LIV,55.1,1,0,11/12/2010
STK,42.5,0,0,BLP,57.5,1,3,11/12/2010
WHU,38.8,1,0,MCI,61.2,3,3,11/12/2010
BOL,49.6,2,3,BLB,50.4,1,0,12/12/2010
TOT,38.6,1,1,CHE,61.4,1,1,12/12/2010
WOL,45.9,1,3,BIR,54.1,0,0,12/12/2010
MUN,46.1,1,3,ARS,53.9,0,0,13/12/2010
BLB,52,1,1,WHU,48,1,1,18/12/2010
SUN,47.4,1,3,BOL,52.6,0,0,18/12/2010
MCI,68.2,1,0,EVE,31.8,2,3,20/12/2010
AVL,57.3,1,0,TOT,42.7,2,3,26/12/2010
BLB,56.8,0,0,STK,43.2,2,3,26/12/2010
BOL,44.8,2,3,WBA,55.2,0,0,26/12/2010
FUL,64.4,1,0,WHU,35.6,3,3,26/12/2010
MUN,56.6,2,3,SUN,43.4,0,0,26/12/2010
NEW,56.6,1,0,MCI,43.4,3,3,26/12/2010
WOL,54.6,1,0,WIG,45.4,2,3,26/12/2010
ARS,55.1,3,3,CHE,44.9,1,0,27/12/2010
BIR,42.7,1,1,MUN,57.3,1,1,28/12/2010
MCI,49.9,4,3,AVL,50.1,0,0,28/12/2010
STK,48.3,0,0,FUL,51.7,2,3,28/12/2010
SUN,53,0,0,BLP,47,2,3,28/12/2010
TOT,55,2,3,NEW,45,0,0,28/12/2010
WBA,62.2,1,0,BLB,37.8,3,3,28/12/2010
WHU,37.5,1,1,EVE,62.5,1,1,28/12/2010
CHE,57.8,1,3,BOL,42.2,0,0,29/12/2010
LIV,56.4,0,0,WOL,43.6,1,3,29/12/2010
WIG,39.3,2,1,ARS,60.7,2,1,29/12/2010
BIR,50.4,0,0,ARS,49.6,3,3,01/01/2011
LIV,62.6,2,3,BOL,37.4,1,0,01/01/2011
MCI,52.2,1,3,BLP,47.8,0,0,01/01/2011
STK,35.9,2,3,EVE,64.1,0,0,01/01/2011
SUN,51.8,3,3,BLB,48.2,0,0,01/01/2011
TOT,55.5,1,3,FUL,44.5,0,0,01/01/2011
WBA,47.7,1,0,MUN,52.3,2,3,01/01/2011
WHU,48.1,2,3,WOL,51.9,0,0,01/01/2011
CHE,60.9,3,1,AVL,39.1,3,1,02/01/2011
WIG,51.2,0,0,NEW,48.8,1,3,02/01/2011
BLP,59,1,0,BIR,41,2,3,04/01/2011
FUL,50.8,3,3,WBA,49.2,0,0,04/01/2011
MUN,64.3,2,3,STK,35.7,1,0,04/01/2011
ARS,61.4,0,1,MCI,38.6,0,1,05/01/2011
AVL,52.2,0,0,SUN,47.8,1,3,05/01/2011
BLB,32.9,3,3,LIV,67.1,1,0,05/01/2011
BOL,52.5,1,1,WIG,47.5,1,1,05/01/2011
EVE,46.5,2,3,TOT,53.5,1,0,05/01/2011
NEW,51.6,5,3,WHU,48.4,0,0,05/01/2011
WOL,32.2,1,3,CHE,67.8,0,0,05/01/2011
BLP,46.4,2,3,LIV,53.6,1,0,12/01/2011
CHE,64.9,2,3,BLB,35.1,0,0,15/01/2011
MCI,50.4,4,3,WOL,49.6,3,0,15/01/2011
STK,36.5,2,3,BOL,63.5,0,0,15/01/2011
WBA,49.5,3,3,BLP,50.5,2,0,15/01/2011
WHU,30.4,0,0,ARS,69.6,3,3,15/01/2011
WIG,47.3,1,1,FUL,52.7,1,1,15/01/2011
BIR,52.4,1,1,AVL,47.6,1,1,16/01/2011
LIV,56.1,2,1,EVE,43.9,2,1,16/01/2011
SUN,48.4,1,1,NEW,51.6,1,1,16/01/2011
TOT,56.4,0,1,MUN,43.6,0,1,16/01/2011
ARS,62.4,3,3,WIG,37.6,0,0,22/01/2011
AVL,32,1,3,MCI,68,0,0,22/01/2011
BLP,56.8,1,0,SUN,43.2,2,3,22/01/2011
EVE,60.1,2,1,WHU,39.9,2,1,22/01/2011
FUL,62.8,2,3,STK,37.2,0,0,22/01/2011
MUN,55.9,5,3,BIR,44.1,0,0,22/01/2011
NEW,35.9,1,1,TOT,64.1,1,1,22/01/2011
WOL,58.2,0,0,LIV,41.8,3,3,22/01/2011
BLB,44.6,2,3,WBA,55.4,0,0,23/01/2011
BOL,47.9,0,0,CHE,52.1,4,3,24/01/2011
BLP,42.4,2,0,MUN,57.6,3,3,25/01/2011
WIG,54.1,1,0,AVL,45.9,2,3,25/01/2011
LIV,53.5,1,3,FUL,46.5,0,0,26/01/2011
ARS,58.1,2,3,EVE,41.9,1,0,01/02/2011
MUN,44.2,3,3,AVL,55.8,1,0,01/02/2011
SUN,35.7,2,0,CHE,64.3,4,3,01/02/2011
WBA,55.4,2,1,WIG,44.6,2,1,01/02/2011
BIR,46.7,2,1,MCI,53.3,2,1,02/02/2011
BLB,46.3,0,0,TOT,53.7,1,3,02/02/2011
BLP,57,1,0,WHU,43,3,3,02/02/2011
BOL,42.6,1,3,WOL,57.4,0,0,02/02/2011
FUL,49.1,1,3,NEW,50.9,0,0,02/02/2011
LIV,66.7,2,3,STK,33.3,0,0,02/02/2011
AVL,55.7,2,1,FUL,44.3,2,1,05/02/2011
EVE,55.5,5,3,BLP,44.5,3,0,05/02/2011
MCI,52.5,3,3,WBA,47.5,0,0,05/02/2011
NEW,48.5,4,1,ARS,51.5,4,1,05/02/2011
STK,43.7,3,3,SUN,56.3,2,0,05/02/2011
TOT,53.4,2,3,BOL,46.6,1,0,05/02/2011
WIG,46,4,3,BLB,54,3,0,05/02/2011
WOL,41.7,2,3,MUN,58.3,1,0,05/02/2011
CHE,56.6,0,0,LIV,43.4,1,3,06/02/2011
WHU,54.8,0,0,BIR,45.2,1,3,06/02/2011
ARS,50.1,2,3,WOL,49.9,0,0,12/02/2011
BIR,60.6,1,3,STK,39.4,0,0,12/02/2011
BLB,42.8,0,1,NEW,57.2,0,1,12/02/2011
BLP,49.6,1,1,AVL,50.4,1,1,12/02/2011
LIV,52.7,1,1,WIG,47.3,1,1,12/02/2011
MUN,49.7,2,3,MCI,50.3,1,0,12/02/2011
SUN,53.8,1,0,TOT,46.2,2,3,12/02/2011
WBA,40.9,3,1,WHU,59.1,3,1,12/02/2011
BOL,47.1,2,3,EVE,52.9,0,0,13/02/2011
FUL,37.4,0,1,CHE,62.6,0,1,14/02/2011
BIR,53.1,0,0,NEW,46.9,2,3,15/02/2011
WBA,45,1,1,WOL,55,1,1,20/02/2011
BLP,38.5,3,3,TOT,61.5,1,0,22/02/2011
ARS,69.9,1,3,STK,30.1,0,0,23/02/2011
AVL,59.1,4,3,BLB,40.9,1,0,26/02/2011
EVE,46.6,2,3,SUN,53.4,0,0,26/02/2011
NEW,44.9,1,1,BOL,55.1,1,1,26/02/2011
WIG,48,0,0,MUN,52,4,3,26/02/2011
WOL,58.5,4,3,BLP,41.5,0,0,26/02/2011
MCI,50.8,1,1,FUL,49.2,1,1,27/02/2011
WHU,42.2,3,3,LIV,57.8,1,0,27/02/2011
STK,40.5,1,1,WBA,59.5,1,1,28/02/2011
CHE,45,2,3,MUN,55,1,0,01/03/2011
ARS,62.6,0,1,SUN,37.4,0,1,05/03/2011
BIR,50.1,1,0,WBA,49.9,3,3,05/03/2011
BOL,52.6,3,3,AVL,47.4,2,0,05/03/2011
FUL,55.2,3,3,BLB,44.8,2,0,05/03/2011
MCI,50.4,1,3,WIG,49.6,0,0,05/03/2011
NEW,59.7,1,0,EVE,40.3,2,3,05/03/2011
WHU,56.8,3,3,STK,43.2,0,0,05/03/2011
LIV,42.4,3,3,MUN,57.6,1,0,06/03/2011
WOL,53.1,3,1,TOT,46.9,3,1,06/03/2011
BLP,44,1,0,CHE,56,3,3,07/03/2011
EVE,59,1,1,BIR,41,1,1,09/03/2011
AVL,58.5,0,0,WOL,41.5,1,3,19/03/2011
BLB,52.5,2,1,BLP,47.5,2,1,19/03/2011
EVE,45.1,2,3,FUL,54.9,1,0,19/03/2011
MUN,57.5,1,3,BOL,42.5,0,0,19/03/2011
STK,39.6,4,3,NEW,60.4,0,0,19/03/2011
TOT,59.3,0,1,WHU,40.7,0,1,19/03/2011
